780	9606.ENSP00000427552
7849	9606.ENSP00000263334
23	9606.ENSP00000313603
9552	9606.ENSP00000206020
10921	9606.ENSP00000457723
10285	9606.ENSP00000358616
533	9606.ENSP00000434729
23326	9606.ENSP00000261497
9761	9606.ENSP00000228506
3927	9606.ENSP00000325240
1465	9606.ENSP00000356275
5792	9606.ENSP00000353030
3337	9606.ENSP00000254322
7494	9606.ENSP00000216037
2896	9606.ENSP00000053867
3098	9606.ENSP00000494664
11014	9606.ENSP00000258739
823	9606.ENSP00000431984
813	9606.ENSP00000438248
1509	9606.ENSP00000236671
3925	9606.ENSP00000410452
1891	9606.ENSP00000221418
8826	9606.ENSP00000268182
1153	9606.ENSP00000466025
5048	9606.ENSP00000380378
10525	9606.ENSP00000480150
2058	9606.ENSP00000355890
1152	9606.ENSP00000299198
6772	9606.ENSP00000354394
2288	9606.ENSP00000001008
3895	9606.ENSP00000378725
10972	9606.ENSP00000303145
10099	9606.ENSP00000267970
2778	9606.ENSP00000360141
16	9606.ENSP00000261772
3032	9606.ENSP00000325136
6184	9606.ENSP00000296255
10606	9606.ENSP00000382595
10904	9606.ENSP00000397172
3033	9606.ENSP00000474560
2771	9606.ENSP00000312999
6599	9606.ENSP00000254480
9375	9606.ENSP00000493515
8396	9606.ENSP00000482548
5829	9606.ENSP00000267257
9276	9606.ENSP00000329419
10857	9606.ENSP00000217971
3693	9606.ENSP00000296181
5355	9606.ENSP00000365505
4780	9606.ENSP00000380252
4154	9606.ENSP00000282486
4836	9606.ENSP00000468424
8531	9606.ENSP00000228251
8553	9606.ENSP00000256495
54386	9606.ENSP00000300086
25793	9606.ENSP00000266087
5654	9606.ENSP00000357980
4043	9606.ENSP00000497444
8804	9606.ENSP00000359540
7126	9606.ENSP00000226225
5641	9606.ENSP00000376911
5887	9606.ENSP00000350708
10250	9606.ENSP00000326261
3611	9606.ENSP00000379975
7832	9606.ENSP00000290551
481	9606.ENSP00000356790
6513	9606.ENSP00000416293
6856	9606.ENSP00000011473
6897	9606.ENSP00000387710
7296	9606.ENSP00000434516
23386	9606.ENSP00000347626
7153	9606.ENSP00000411532
10494	9606.ENSP00000325748
10969	9606.ENSP00000407323
2114	9606.ENSP00000353344
6778	9606.ENSP00000300134
6342	9606.ENSP00000360569
10730	9606.ENSP00000318480
79073	9606.ENSP00000227525
7165	9606.ENSP00000217121
10491	9606.ENSP00000323696
10131	9606.ENSP00000246957
3482	9606.ENSP00000349437
26227	9606.ENSP00000493382
26020	9606.ENSP00000352601
6659	9606.ENSP00000244745
847	9606.ENSP00000241052
9805	9606.ENSP00000388942
3725	9606.ENSP00000360266
10105	9606.ENSP00000225174
5547	9606.ENSP00000377055
7874	9606.ENSP00000343535
10146	9606.ENSP00000377681
7247	9606.ENSP00000374332
9868	9606.ENSP00000284320
6117	9606.ENSP00000254719
7538	9606.ENSP00000471239
10765	9606.ENSP00000356233
4172	9606.ENSP00000480987
25932	9606.ENSP00000363500
22883	9606.ENSP00000366513
3398	9606.ENSP00000234091
1635	9606.ENSP00000349576
2195	9606.ENSP00000406229
8243	9606.ENSP00000323421
11188	9606.ENSP00000418232
9989	9606.ENSP00000383402
11137	9606.ENSP00000387365
23463	9606.ENSP00000343552
8607	9606.ENSP00000318297
8720	9606.ENSP00000344223
3638	9606.ENSP00000344741
10670	9606.ENSP00000369899
8870	9606.ENSP00000259874
9246	9606.ENSP00000287156
10051	9606.ENSP00000341382
9097	9606.ENSP00000261601
2997	9606.ENSP00000317904
8165	9606.ENSP00000478212
4860	9606.ENSP00000354532
1786	9606.ENSP00000352516
955	9606.ENSP00000365840
5824	9606.ENSP00000357051
8508	9606.ENSP00000216121
4605	9606.ENSP00000217026
2037	9606.ENSP00000357110
1994	9606.ENSP00000385269
9703	9606.ENSP00000436773
1182	9606.ENSP00000261514
10289	9606.ENSP00000232905
6446	9606.ENSP00000356832
929	9606.ENSP00000385519
6118	9606.ENSP00000363017
10797	9606.ENSP00000377617
60528	9606.ENSP00000337445
9918	9606.ENSP00000325017
9813	9606.ENSP00000361001
11325	9606.ENSP00000464050
9887	9606.ENSP00000425133
3930	9606.ENSP00000339883
1155	9606.ENSP00000221855
9559	9606.ENSP00000263559
9467	9606.ENSP00000373301
9690	9606.ENSP00000309198
949	9606.ENSP00000261693
51097	9606.ENSP00000355467
6603	9606.ENSP00000392617
10276	9606.ENSP00000347134
3066	9606.ENSP00000430432
3988	9606.ENSP00000337354
664	9606.ENSP00000357625
23300	9606.ENSP00000299575
10953	9606.ENSP00000361900
9019	9606.ENSP00000352513
3597	9606.ENSP00000360730
10447	9606.ENSP00000353025
84722	9606.ENSP00000358925
7319	9606.ENSP00000360613
80347	9606.ENSP00000464814
4299	9606.ENSP00000378578
2108	9606.ENSP00000452762
10489	9606.ENSP00000477792
23077	9606.ENSP00000444596
2180	9606.ENSP00000422607
10180	9606.ENSP00000266022
5236	9606.ENSP00000360124
4651	9606.ENSP00000421280
6251	9606.ENSP00000367154
1956	9606.ENSP00000275493
9897	9606.ENSP00000318016
2131	9606.ENSP00000367446
23013	9606.ENSP00000364912
5782	9606.ENSP00000248594
11344	9606.ENSP00000303908
7082	9606.ENSP00000348416
4232	9606.ENSP00000223215
230	9606.ENSP00000378731
9354	9606.ENSP00000387362
5927	9606.ENSP00000382688
26064	9606.ENSP00000427123
6397	9606.ENSP00000376268
1514	9606.ENSP00000345344
54623	9606.ENSP00000221265
332	9606.ENSP00000301633
5184	9606.ENSP00000244137
23647	9606.ENSP00000484121
6643	9606.ENSP00000368831
392	9606.ENSP00000310491
8895	9606.ENSP00000477590
25	9606.ENSP00000361423
66008	9606.ENSP00000328875
9870	9606.ENSP00000348714
5831	9606.ENSP00000384949
23636	9606.ENSP00000471191
5108	9606.ENSP00000327077
642	9606.ENSP00000261714
9961	9606.ENSP00000378760
55746	9606.ENSP00000261396
8985	9606.ENSP00000223127
5525	9606.ENSP00000261461
9688	9606.ENSP00000310668
3985	9606.ENSP00000339916
10123	9606.ENSP00000339754
22889	9606.ENSP00000357304
10523	9606.ENSP00000439856
10221	9606.ENSP00000312150
6812	9606.ENSP00000362399
6944	9606.ENSP00000346464
3028	9606.ENSP00000168216
1026	9606.ENSP00000384849
26054	9606.ENSP00000402527
64746	9606.ENSP00000355777
5310	9606.ENSP00000262304
1445	9606.ENSP00000220003
593	9606.ENSP00000269980
1861	9606.ENSP00000345719
9632	9606.ENSP00000343405
5906	9606.ENSP00000358723
9697	9606.ENSP00000182527
79921	9606.ENSP00000361712
10007	9606.ENSP00000423674
5997	9606.ENSP00000235382
55324	9606.ENSP00000411471
10915	9606.ENSP00000296702
6722	9606.ENSP00000265354
7398	9606.ENSP00000343526
2073	9606.ENSP00000498881
9817	9606.ENSP00000377245
7994	9606.ENSP00000265713
25874	9606.ENSP00000271373
4609	9606.ENSP00000478887
10237	9606.ENSP00000497423
10613	9606.ENSP00000410964
5359	9606.ENSP00000345494
1666	9606.ENSP00000220764
10444	9606.ENSP00000291900
5530	9606.ENSP00000378323
11098	9606.ENSP00000280258
11044	9606.ENSP00000488642
8727	9606.ENSP00000320434
8518	9606.ENSP00000363779
10450	9606.ENSP00000361918
3300	9606.ENSP00000338019
9275	9606.ENSP00000411073
10664	9606.ENSP00000494538
2582	9606.ENSP00000483375
8772	9606.ENSP00000301838
3156	9606.ENSP00000287936
5580	9606.ENSP00000331602
9217	9606.ENSP00000417175
6284	9606.ENSP00000392767
8204	9606.ENSP00000327213
27336	9606.ENSP00000442699
102	9606.ENSP00000260408
55837	9606.ENSP00000250454
10513	9606.ENSP00000083182
11073	9606.ENSP00000260810
5440	9606.ENSP00000342889
9926	9606.ENSP00000355964
6390	9606.ENSP00000364649
2958	9606.ENSP00000379372
4864	9606.ENSP00000269228
2961	9606.ENSP00000348168
8731	9606.ENSP00000466111
29890	9606.ENSP00000454545
6632	9606.ENSP00000300413
9943	9606.ENSP00000311713
8446	9606.ENSP00000272444
9133	9606.ENSP00000288207
8349	9606.ENSP00000358151
5770	9606.ENSP00000360683
26136	9606.ENSP00000350937
2673	9606.ENSP00000349860
3978	9606.ENSP00000263274
11142	9606.ENSP00000361980
8974	9606.ENSP00000384999
9322	9606.ENSP00000320117
10682	9606.ENSP00000417052
5257	9606.ENSP00000313504
7485	9606.ENSP00000496813
2817	9606.ENSP00000264039
23224	9606.ENSP00000350719
836	9606.ENSP00000311032
3155	9606.ENSP00000363614
30836	9606.ENSP00000411010
7750	9606.ENSP00000479904
5019	9606.ENSP00000196371
23530	9606.ENSP00000264663
7867	9606.ENSP00000396467
3628	9606.ENSP00000376142
10427	9606.ENSP00000428564
5566	9606.ENSP00000309591
65123	9606.ENSP00000318641
10617	9606.ENSP00000377633
2548	9606.ENSP00000305692
6894	9606.ENSP00000040877
291	9606.ENSP00000281456
6845	9606.ENSP00000262640
2542	9606.ENSP00000476176
5106	9606.ENSP00000216780
3251	9606.ENSP00000298556
2184	9606.ENSP00000385080
54788	9606.ENSP00000345575
10775	9606.ENSP00000465213
9267	9606.ENSP00000389095
54541	9606.ENSP00000307305
9053	9606.ENSP00000482335
4817	9606.ENSP00000356988
2050	9606.ENSP00000350896
4927	9606.ENSP00000458954
7466	9606.ENSP00000226760
976	9606.ENSP00000242786
2956	9606.ENSP00000234420
9917	9606.ENSP00000263733
5300	9606.ENSP00000247970
2109	9606.ENSP00000346173
2356	9606.ENSP00000362344
22903	9606.ENSP00000384545
2274	9606.ENSP00000386892
1429	9606.ENSP00000399805
11065	9606.ENSP00000348838
5993	9606.ENSP00000290524
9915	9606.ENSP00000307479
5836	9606.ENSP00000216392
57804	9606.ENSP00000311368
10434	9606.ENSP00000320043
11319	9606.ENSP00000401566
9925	9606.ENSP00000307604
5796	9606.ENSP00000432973
8914	9606.ENSP00000450607
6793	9606.ENSP00000176763
7158	9606.ENSP00000371475
6988	9606.ENSP00000273590
8050	9606.ENSP00000227868
9903	9606.ENSP00000366886
22796	9606.ENSP00000355629
29994	9606.ENSP00000376534
9587	9606.ENSP00000410818
10059	9606.ENSP00000449089
9924	9606.ENSP00000481859
79080	9606.ENSP00000227520
7159	9606.ENSP00000341957
4891	9606.ENSP00000378364
3613	9606.ENSP00000269159
9517	9606.ENSP00000216484
3800	9606.ENSP00000393379
8520	9606.ENSP00000264108
10298	9606.ENSP00000469413
9869	9606.ENSP00000271640
7077	9606.ENSP00000262768
23378	9606.ENSP00000254605
6275	9606.ENSP00000357704
11041	9606.ENSP00000309096
10058	9606.ENSP00000265316
5373	9606.ENSP00000268261
9650	9606.ENSP00000262146
5985	9606.ENSP00000408295
983	9606.ENSP00000378699
8869	9606.ENSP00000491316
5601	9606.ENSP00000394560
7088	9606.ENSP00000365682
5050	9606.ENSP00000444935
3566	9606.ENSP00000379111
7405	9606.ENSP00000348455
10641	9606.ENSP00000232501
22828	9606.ENSP00000413098
1001	9606.ENSP00000264012
10589	9606.ENSP00000307850
9695	9606.ENSP00000256497
9653	9606.ENSP00000359581
9710	9606.ENSP00000299505
4850	9606.ENSP00000445508
9988	9606.ENSP00000378193
1633	9606.ENSP00000286648
6990	9606.ENSP00000367841
25805	9606.ENSP00000364683
10559	9606.ENSP00000358565
1659	9606.ENSP00000262415
9270	9606.ENSP00000353850
5529	9606.ENSP00000337641
10153	9606.ENSP00000234170
10245	9606.ENSP00000379999
7358	9606.ENSP00000319501
22823	9606.ENSP00000359321
2146	9606.ENSP00000320147
26292	9606.ENSP00000380702
11072	9606.ENSP00000477653
8835	9606.ENSP00000481249
6195	9606.ENSP00000435412
